PROV_KOD_ORIGINAL,ART,DYNTAXA_TAXON_ID,KON,ANTAL,KOMMENTAR_PROV
C1981/03586,Abborre,206198,,1,
C1981/03587,Abborre,206198,,1,
C1981/03588,Abborre,206198,,1,
C1981/03589,Abborre,206198,,1,
C1981/03590,Abborre,206198,,1,
C1981/03954,Gadda,206139,,1,
C1981/03961,Roding,206231,,1,
C1981/03962,Roding,206231,,1,
C1981/03963,Roding,206231,,1,
C1981/03964,Roding,206231,,1,
